,body,lang,translation
1221,"Un lugar estupendo , donde vale la pena ir para disfrutar de algo bueno , muy recomendable sin duda.",,
1222,"Particularmente defino la calidad en un artista por la capacidad que tiene para trasmitir sensaciones.Puedo asegurar que Jordi Cruz es uno de esos artistas, capaz de conseguir sabores tan exquisitos con la pureza de lo simple en un ambiente donde todo es mimo y cuidado para con el comensal.Te perderías visitar las obras de Gaudí???, mi consejo, tampoco te pierdas una visita al Restaurante ABaC.",,
1223,El restaurante supera con creces al hotel.Todos los platos sorprendentes y muy muy buenos.El servicio muy atento aunque con algun inoportuno parón que pasa casi desapercibido por el agradable y relajado ambiente.,,
1224,"Es una experiencia para realizar de vez en cuando (el precio manda). Fuimos a celebrar el santo de mi mujer, con los niños . Armados con las psp's para que no se aburrieran, y la verdad es que ni hicieron falta. Simplemente la puesta en escena de los platos hizo que se quedaran con la boca abierta. Nosotros escogimos un menu de degustacion, los crios un primer plato de la carta y despues nos propusiero un filete para cada uno. Primero nos sirvieron un aperitivo para los 4 (excelente) despues los menus y los platos escogidos (creo que no podemos decir que nos gusto mas, simplemente todo). Y despues, tambien para todos una seleccion de postres (a cual mejor y sorprendente).Realmente fue una experiencia gratificante para todos, que recomiendo hacer de vez en cuando.",,
1225,"Desde hace dos años he tenido la oportunidad de disfrutar de la gastronomía barcelonesa con cierta frecuencia y en variedad de restaurantes, y de todos los que he ido hasta el momento, si tuviera que elegir uno, este sería sin ninguna duda el Abac.El servicio fue correcto, nos recibieron educadamente y se nos ofrecieron a guardarnos los abrigos y bolsas, además pude reservar mesa con relativa facilidad, bastó una semana de antelación para reservar una cena para dos en sábado.No obstante, fueron un poco lentos a la hora de ir trayendo los diferentes platos, por lo que estuvimos casi 3 horas para cenar, aunque pasaran volando. Un detalle a destacar, es que el chef en persona vino a preguntarnos que nos había parecido la cena justo antes de empezar con los postres, teniendo en cuenta que es un chef de reconocido prestigio lo encontré un amable detalle, que agradecí sinceramente.La comida simplemente exquisita, escogimos uno de los menús degustación que había en la carta en aquel momento, y nos sorprendió la variedad del mismo, y la armonía que a la vez guardaban los platos entre sí.Al terminar nos quedamos completamente llenos, y cabe destacar la amplia oferta que tienen de vinos nacionales e internacionales, incluso si sólo se pide una copa. La oferta de cócteles también era muy completa, además si no está a tu gusto te preparan otro, nada de añadir o quitar.El ambiente merece una mención especial, cada detalle está estudiado y cuidado, desde la vajilla de Versace, a la cristalería, las sillas, y hasta las toallas del servicio. Todo ello compone una atmósfera extremadamente elegante, sobria, y actual.Es difícil decir lo que más me gustó, me encantó todo, aunque la selección de postres me cautivó especialmente, así como la decoración.Lo recomiendo a todos aquellos a quienes no les importe gastarse un poquito más de dinero de lo habitual en un pequeño placer gastronómico.",,
1226,"El Jarrete de ternera, para chuparse los dedos",,
1227,"Desde que nos sentamos hasta que vino el maitre a tomar nota pasaron más de 35 minutos. El servicio es correcto así como el sommelier, entendido y atento, pero el ""timing"" cocina-sala lentísimo. Para empezar pedimos unas vieiras en blinis simplemente correctas y unas colmenillas con verduras que fueron pésimas, era un plato de sopa vegetal con numerosas verduras y en el fondo unas colmenillas remojadas absolutamente insípidas. Después una pintada sólo correcta y un espalda de cabrito a la milanesa muy cruda en su centro y sin ningún atractivo, también mortecina y sosa. De postre un surtido de sorbetes que no quedarán en el recuerdo. La relación calidad-precio totalmente desorbitada, vamos, una tomadura de pelo. Las dos estrellas Michelin no se ven por ningún lado. Ya me han visto bastante.",,
1228,"excelente, pero esperaba algo más para un 2 Michelin",,
1229,"Fui al Abac (en su nuevo emplazamiento, en Av. Tibidabo, 1) para mantener una cena de trabajo. Por telefono (no es necesario reservar en horario de restaurante, porque responde la recepcion del hotel), me dieron a elegir mesa dentro o fuera, me dijeron que la terraza es mas tranquila, asi que opte por esta. A pesar de estar en un jardin interior, la terraza resulto ser muy ruidosa por culpa del trafico, que se oye demasiado. Esta fue la nota negativa.Por lo demas, la cena fue estupenda. Tomamos el menu degustacion (125€ +IVA) y el somellier nos recomendo un Penedes muy delicado, poco corporeo, adecuado a la delicadeza de los platos del menu.Realmente disfrute con la cena, la cocina es excepcional y es un lujo tener un restaurante asi en Barcelona (dos estrellas Michelin), pero hubiera agradecido un ambiente mas tranquilo.",,
1230,"Nos quedamos muy impresionados con este restaurante. Siendo gran fans de alta cocina, nos decide entre este ABaC y otros restaurantes con estrellas Michelín Michelin. ABaC no decepcionó, ya que era elegante, innovador, ritmo, y vale la pena cada céntimo. La lista de vinos con la variedad más impresionante de Borgoña. También, conocimos a otros comensales que había comido en el otro Michelin michelin - restaurantes, y compartían que ABaC era su favorito. Sin duda merece la pena el viaje.",,
1231,"ABac restaurante es muy acogedor, casi hasta el punto de exclusiva. El servicio es excelente. Como es su lista de un vino. El mostrando de la cocina es una experiencia en sí misma que sólo han vivido odlf antes en DiverXo en Madrid. Las opciones para comer son uno de dos menús, cuidadosamente elegido y, yo diría incluso mejor chapar por un personal maravilloso. Siendo un admirador y seguidor de confesó el Chef Jordi Cruz, tengo que confesar, sin embargo, que las expectativas de mi paladar, eran un poco más altos que lo que he experimentado. Yo, por alguna razón, esperábamos disfrutar de tal vez uno o dos platos, que sensación única de la exquisita. Saben, ese plato típico que, de alguna manera es capaz de hacer que pierdes un par de lágrimas. A pesar de que había muy buenos platos en nuestro menú de avant garde, incluyendo el foie taco y fritos brioche, me fui con la sensación de que disfruté la presentación mejor que el sabor. Puedes observar que hay un montón de tevhnique detrás de cada plato. Quizás incluso hasta el punto de ser interior vanguardista en el costo de algunos sabores de sacrifing Había un montón de sabor en el menú citrique avant gard. O al menos me dejó con esa sensación en mi paladar. Yo continúe para admirar el Chef Jordi Cruz, quien también dirige un par de sitios interesantes en Barcelona, en los que se incluyen 10 (un bar de tapas y el originalnseating muy tendy de ABaC, en el barrio de El Borne) y L'Angle (que estoy todavía). Estoy seguro de que finalmente gane un Jordi la tercera estrella Michelin, más probable al ABaC pronto. Mi única sugerencia es hacer un pequeño esfuerzo para aumentar el sabor intrínseco y maravillosa del español empleadas en el menú peoducts. Felicidades a Chef Jordi Cruz y su equipo maravilloso en ABaC, una experiencia que merece la pena el viaje.",,
1232,"Este lugar que vas a recordar siempre y de buena manera. A veces te encuentro experiencias de degustación que realmente son excepcionales y únicos. Bueno, este lugar es realmente en esa categoría. Fui por 16 gustos y cogi lamentarás no era una alegría y había una sonrisa desde el principio hasta el final. También el personal de servicio es muy atento.Mi veredicto bien para mí en el mundo uno de los mejores lugares. Si usted buena comida tienes que venir aquí! ! !¿Por qué no la perfección así somos humanos y nadie es perfecto ;-) Pero Aquí cocinan por encima de las estrellas un guía puede darle! ! ! !",,
1233,"Esta fue una de las mejores comidas que he probado. Fuimos para el pequeño menú de 15 platos con vino. La cena comenzó con dos cursos en la cocina, donde nos reunimos con el chef. El primer campo que era un macarrón sirve en un cactus y luego una extraordinaria sashimi de salmón en algas oblea. Hay otros campos a seguir y el maravilloso vino incluyendo sake eran geniales. El servicio era principalmente excelente y la calidad excelente. Sin duda vale la pena visitar.",,
1234,"El AbaC está situado en su propio pabellón junto al ABaC Hotel. Tienes que llamar para obtener acceso. Sirvieron de nuestra bebidas antes de la cena en la terraza, que estaba muy bien. Hay dos grandes menús a elegir (12 o 17 campos). Decidí coger el más grande. Normalmente en cada menú degustación encontrará algunos campos que no me gusta demasiado. En AbaC que era un hombre afortunado porque cada plato era buena, creativa, preparados a la perfección y una sensación de cata. Soy un chef entrenado, han sido corriendo restaurantes y hoteles y comer en los restaurantes a menudo muy buena, pero este fue uno de mis más destacados hasta ahora. Creativo, pero no demasiado artificial, simplemente bueno! He de decir, que en cada país hubiera este restaurante galardonado con 3 estrellas Michelín, pero en España la competencia parece ser mayor que en Francia o en cualquier otro lugar! El servicio estaba muy bien y cada campo fue presentado por un buen Francés señora. Lo único que cambiaría es el hecho de que no hay ""host"" (un camarero que trabaja, que actúa como anfitrión). La señora fue super agradable y eficiente, pero conseguimos un poco ocupado con los campos en su presentación -, lo cual limita sus mesas para interactuar con el tiempo. Por supuesto, esto no es un ""críticos"", pero una opinión - otros 3 restaurantes de cinco estrellas tienen una designada ""host"".Los precios son elevados pero inferiores a las que iban a ser en Francia, Estados Unidos, Japón - prácticamente estándar europeo y bien vale la pena. Excepcional - volveré",,
1235,Abac es una experiencia inesperada y exclusiva que recordaré esta noche por un largo tiempo.De tener que tocar un timbre para concederse el acceso; al antes de cenar en el patio con vistas al jardín hasta el servicio y la comida y platos de tal belleza? ? ! ! !Comimos en otros 3 restaurantes estrella michelín en Barcelona y ninguno siquiera estaban cerca de la comida y el servicio Abac siempre!París puede tener mejores restaurantes pero Abac me hizo apreciar Barcelonagracias,,
